OrderID,Date,Time,NumberOfGuests,MadeBy,HandeledBy
12995, 2015-02-14,21:28,1,1000002059,5079875
12996, 2016-09-12,01:15,1,1000005661,5004500
12997, 2017-07-19,22:09,2,1000003014,5099000
12998, 2015-08-29,08:20,4,1000002290,5033750
12999, 2016-09-09,04:24,4,1000002553,5097875
13000, 2017-03-05,10:44,2,1000008237,5048375
13001, 2013-11-17,22:18,5,1000011076,5074250
13002, 2017-06-29,19:53,3,1000004186,5092250
13003, 2014-01-16,06:25,5,1000009555,5030375
13004, 2014-08-15,16:29,4,1000014339,5060750
13005, 2016-05-03,20:31,4,1000001086,5108000
13006, 2015-06-25,02:15,6,1000006500,5088875
13007, 2014-09-02,18:13,4,1000011223,5031500
13008, 2014-08-31,23:23,1,1000006190,5042750
13009, 2014-12-22,08:34,2,1000006140,5084375
13010, 2013-09-22,10:03,2,1000001653,5032625
13011, 2014-07-19,15:27,5,1000002203,5104625
13012, 2015-11-03,08:38,2,1000014774,5097875
13013, 2014-07-05,02:31,6,1000003381,5082125
13014, 2015-12-12,05:44,1,1000008560,5084375
13015, 2014-06-07,17:17,2,1000004739,5076500
13016, 2016-09-02,16:23,5,1000008250,5001125
13017, 2017-05-23,11:45,2,1000014858,5020250
13018, 2016-11-14,07:04,4,1000000585,5088875
13019, 2018-02-23,03:16,4,1000007440,5060750
13020, 2013-06-13,17:52,6,1000004601,5027000
13021, 2015-07-02,04:26,3,1000012368,5060750
13022, 2017-09-12,11:13,3,1000011490,5075375
13023, 2016-09-12,19:29,3,1000007100,5109125
13024, 2013-07-27,23:27,6,1000001280,5024750
13025, 2013-07-16,10:55,3,1000009843,5028125
13026, 2014-06-23,00:08,5,1000004745,5095625
13027, 2013-09-16,03:14,3,1000002433,5001125
13028, 2015-11-25,05:34,1,1000002988,5046125
13029, 2014-01-20,01:27,3,1000001818,5027000
13030, 2015-11-08,05:56,5,1000010536,5020250
13031, 2015-04-21,18:57,5,1000002600,5029250
13032, 2014-12-27,10:03,2,1000003599,5068625
13033, 2017-03-25,00:06,3,1000013936,5088875
13034, 2015-07-01,16:51,5,1000006880,5001125
13035, 2016-11-08,09:33,1,1000001179,5047250
13036, 2014-09-28,23:01,5,1000003712,5096750
13037, 2014-01-15,19:42,3,1000008668,5094500
13038, 2018-03-23,15:09,2,1000012776,5091125
13039, 2013-12-05,02:46,5,1000004018,5070875
13040, 2017-07-13,10:32,5,1000001213,5042750
13041, 2017-11-24,08:43,5,1000000424,5064125
13042, 2014-12-19,22:50,1,1000000677,5048375
13043, 2016-12-26,06:20,6,1000002140,5002250
13044, 2016-11-08,02:38,4,1000009894,5093375
13045, 2014-04-09,03:41,6,1000005386,5023625
13046, 2016-07-22,05:45,3,1000013970,5108000
13047, 2015-11-30,06:45,3,1000002652,5081000
13048, 2017-03-03,00:03,1,1000004499,5052875
13049, 2016-01-21,09:10,1,1000010040,5067500
13050, 2015-05-07,17:18,3,1000014768,5106875
13051, 2013-12-28,08:32,4,1000010239,5106875
13052, 2014-06-14,11:02,5,1000006140,5064125
13053, 2015-06-30,09:27,5,1000010345,5100125
13054, 2016-10-10,06:38,2,1000007110,5059625
13055, 2016-06-28,11:43,6,1000008771,5066375
13056, 2014-08-25,15:56,1,1000001329,5059625
13057, 2016-08-09,22:46,5,1000005112,5072000
13058, 2013-10-11,00:29,5,1000003135,5031500
13059, 2017-02-15,12:12,6,1000011588,5054000
13060, 2015-05-22,10:45,1,1000010888,5106875
13061, 2014-12-09,05:25,1,1000007294,5032625
13062, 2017-05-20,06:51,3,1000000655,5022500
13063, 2016-01-06,11:28,5,1000005681,5108000
13064, 2015-07-26,07:19,6,1000004779,5086625
13065, 2015-01-13,02:27,4,1000009450,5090000
13066, 2014-06-15,10:42,5,1000012052,5009000
13067, 2017-01-10,23:36,5,1000014353,5077625
13068, 2018-01-16,08:41,4,1000012663,5019125
13069, 2015-09-07,00:34,5,1000014709,5076500
13070, 2017-12-06,16:20,5,1000009296,5105750
13071, 2014-10-16,03:56,6,1000014020,5047250
13072, 2013-11-16,14:14,3,1000005790,5028125
13073, 2016-09-21,08:42,3,1000004781,5106875
13074, 2017-03-14,10:15,6,1000014274,5042750
13075, 2013-09-01,19:18,2,1000009648,5075375
13076, 2016-05-21,07:23,6,1000014155,5094500
13077, 2016-06-10,02:55,6,1000006675,5015750
13078, 2017-01-13,02:35,6,1000009694,5041625
13079, 2016-07-03,08:35,6,1000001000,5045000
13080, 2013-06-09,09:06,2,1000011720,5001125
13081, 2014-07-15,22:01,5,1000002293,5015750
13082, 2017-05-27,17:37,4,1000005878,5109125
13083, 2015-04-19,05:02,2,1000013115,5036000
13084, 2014-03-18,11:23,4,1000014679,5047250
13085, 2014-06-25,19:48,1,1000010082,5065250
13086, 2015-11-13,02:00,1,1000012069,5015750
13087, 2015-03-27,12:18,1,1000001590,5063000
13088, 2016-04-04,00:35,2,1000008667,5011250
13089, 2013-12-28,01:10,6,1000000473,5094500
13090, 2016-10-24,01:43,4,1000001486,5014625
13091, 2014-10-09,03:15,2,1000007504,5105750
13092, 2015-11-10,05:30,6,1000007005,5010125
13093, 2017-11-13,16:14,2,1000008747,5099000
13094, 2016-10-25,19:50,5,1000004864,5002250
13095, 2018-01-22,18:39,6,1000014655,5056250
13096, 2016-10-25,01:41,4,1000005790,5086625
13097, 2016-03-24,08:38,3,1000012218,5055125
13098, 2014-10-05,18:00,2,1000014175,5051750
13099, 2013-06-15,18:52,4,1000002047,5086625
13100, 2015-11-15,09:40,4,1000012647,5105750
13101, 2017-06-18,09:55,3,1000007858,5111375
13102, 2013-10-26,04:51,2,1000006313,5003375
13103, 2016-09-10,17:53,5,1000006084,5060750
13104, 2018-02-05,17:50,3,1000003334,5110250
13105, 2014-08-07,20:39,3,1000007436,5083250
13106, 2017-12-30,09:58,1,1000003794,5010125
13107, 2013-06-17,21:06,2,1000002857,5014625
13108, 2017-01-25,22:33,1,1000003536,5072000
13109, 2013-07-03,11:43,3,1000005366,5045000
13110, 2018-02-15,16:17,3,1000002957,5036000
13111, 2016-08-28,13:10,1,1000002499,5087750
13112, 2014-10-05,16:50,6,1000010939,5103500
13113, 2015-12-05,14:00,6,1000008820,5085500
13114, 2015-11-17,10:58,1,1000006154,5051750
13115, 2017-09-08,23:00,4,1000014830,5058500
13116, 2014-08-13,08:41,6,1000004076,5000000
13117, 2015-09-16,22:18,4,1000003443,5046125
13118, 2013-09-13,19:22,5,1000000217,5042750
13119, 2017-10-28,17:47,1,1000000030,5059625
13120, 2013-09-24,17:03,6,1000011402,5088875
13121, 2013-08-07,22:57,6,1000011260,5039375
13122, 2016-07-21,09:42,5,1000012913,5015750
13123, 2014-11-19,16:21,2,1000001556,5018000
13124, 2015-07-26,07:47,3,1000009248,5042750
13125, 2015-01-19,16:23,4,1000002107,5059625
13126, 2016-07-17,21:08,5,1000002278,5110250
13127, 2016-04-22,19:17,6,1000012946,5019125
13128, 2015-06-11,15:37,1,1000010999,5067500
13129, 2016-02-21,15:31,5,1000003434,5090000
13130, 2014-12-21,02:48,2,1000014536,5110250
13131, 2014-09-05,00:38,2,1000013015,5028125
13132, 2017-10-25,10:07,4,1000009084,5087750
13133, 2014-04-23,13:02,3,1000009655,5065250
13134, 2017-04-03,15:50,1,1000002312,5024750
13135, 2016-03-05,07:13,3,1000000476,5075375
13136, 2017-02-03,16:01,5,1000006865,5087750
13137, 2015-02-03,22:08,4,1000007031,5046125
13138, 2015-06-30,23:37,2,1000000853,5016875
13139, 2017-08-17,07:13,4,1000004321,5063000
13140, 2015-02-26,02:06,1,1000012003,5027000
13141, 2015-01-09,09:10,6,1000004467,5109125
13142, 2016-03-12,06:18,2,1000008917,5022500
13143, 2014-07-08,05:22,5,1000003090,5051750
13144, 2014-05-02,13:47,2,1000010591,5109125
13145, 2018-02-19,16:31,6,1000003351,5042750
13146, 2014-03-08,14:16,2,1000001310,5043875
13147, 2015-08-23,11:39,4,1000009600,5067500
13148, 2013-05-31,22:19,6,1000007163,5000000
13149, 2018-01-26,11:44,2,1000010111,5020250
13150, 2018-03-16,17:29,1,1000014216,5042750
13151, 2016-12-04,22:45,2,1000007794,5047250
13152, 2016-01-30,20:41,2,1000010669,5092250
13153, 2015-05-12,19:06,4,1000010647,5052875
13154, 2013-05-21,23:42,1,1000010778,5033750
13155, 2017-11-12,21:12,3,1000001248,5096750
13156, 2017-11-24,12:36,3,1000001964,5078750
13157, 2014-02-06,23:34,5,1000004706,5007875
13158, 2016-01-12,10:17,4,1000011351,5054000
13159, 2015-09-13,00:58,1,1000004761,5106875
13160, 2016-02-08,13:16,6,1000010766,5069750
13161, 2013-11-21,16:32,4,1000005100,5103500
13162, 2017-04-24,09:45,2,1000005924,5016875
13163, 2013-06-25,13:46,1,1000014984,5108000
13164, 2014-09-11,05:38,3,1000013915,5022500
13165, 2018-02-01,09:16,2,1000007733,5076500
13166, 2014-12-06,19:22,5,1000009772,5087750
13167, 2017-09-25,02:43,6,1000007916,5088875
13168, 2016-07-23,11:46,4,1000011882,5023625
13169, 2015-04-22,14:07,5,1000005686,5045000
13170, 2014-09-23,00:59,2,1000014598,5087750
13171, 2015-08-28,11:02,4,1000011066,5046125
13172, 2016-06-11,23:31,3,1000014700,5019125
13173, 2015-01-24,13:12,1,1000002872,5043875
13174, 2013-05-01,23:18,6,1000008004,5096750
13175, 2015-11-09,02:09,2,1000013999,5042750
13176, 2013-07-28,00:28,1,1000009969,5023625
13177, 2018-02-22,19:24,5,1000013894,5049500
13178, 2017-07-28,15:35,6,1000012301,5070875
13179, 2014-05-20,07:48,2,1000001280,5007875
13180, 2016-02-02,01:11,2,1000009601,5087750
13181, 2018-01-19,00:02,4,1000008402,5092250
13182, 2017-10-02,14:55,3,1000002792,5034875
13183, 2017-07-08,22:51,6,1000000551,5079875
13184, 2016-01-12,05:28,4,1000000388,5094500
13185, 2014-06-20,16:57,6,1000007562,5039375
13186, 2014-03-04,01:13,1,1000003705,5059625
13187, 2018-03-09,21:03,3,1000005979,5015750
13188, 2017-08-30,21:27,1,1000006153,5045000
13189, 2015-03-26,19:40,6,1000010742,5069750
13190, 2015-03-29,09:11,3,1000010488,5057375
13191, 2014-01-10,00:37,5,1000006076,5018000
13192, 2017-01-31,15:48,1,1000005252,5069750
13193, 2016-01-20,15:14,3,1000006183,5006750
13194, 2016-03-18,04:50,6,1000010832,5016875
13195, 2014-01-04,18:07,4,1000011461,5038250
13196, 2017-04-26,19:21,1,1000014901,5074250
13197, 2018-03-03,10:14,3,1000004172,5072000
13198, 2016-01-19,16:42,1,1000001011,5013500
13199, 2016-04-21,16:02,3,1000010186,5103500
13200, 2017-01-30,16:27,3,1000012562,5063000
13201, 2016-10-10,09:49,2,1000008825,5074250
13202, 2015-01-16,00:03,4,1000005557,5051750
13203, 2013-10-30,11:28,3,1000009976,5058500
13204, 2015-12-04,02:40,6,1000002768,5032625
13205, 2018-01-30,17:21,2,1000011077,5064125
13206, 2013-11-11,14:48,4,1000005919,5084375
13207, 2013-09-22,01:52,3,1000008111,5093375
13208, 2016-12-25,22:08,2,1000001409,5002250
13209, 2018-03-23,00:16,3,1000008722,5014625
13210, 2016-03-31,23:00,6,1000003091,5021375
13211, 2016-12-14,21:41,2,1000014974,5094500
13212, 2015-07-04,23:37,2,1000001176,5068625
13213, 2016-11-18,22:48,2,1000009644,5097875
13214, 2016-03-31,19:13,4,1000007549,5005625
13215, 2016-06-11,23:43,4,1000010874,5072000
13216, 2017-06-04,16:08,6,1000004349,5003375
13217, 2017-06-23,01:58,1,1000011553,5090000
13218, 2016-03-31,22:37,5,1000007064,5007875
13219, 2018-02-08,05:10,5,1000002978,5068625
13220, 2018-02-24,19:36,1,1000000487,5070875
13221, 2014-03-29,18:41,2,1000003110,5039375
13222, 2017-11-22,00:08,3,1000011270,5038250
13223, 2015-06-12,02:01,2,1000014192,5011250
13224, 2015-09-27,12:19,1,1000009700,5029250
13225, 2013-08-29,17:02,3,1000003167,5037125
13226, 2015-02-03,13:30,1,1000000290,5073125
13227, 2015-11-22,22:54,6,1000011186,5092250
13228, 2017-04-01,19:19,1,1000007659,5004500
13229, 2013-05-05,06:43,2,1000012826,5110250
13230, 2014-11-17,09:36,6,1000003756,5058500
13231, 2017-04-17,13:47,4,1000003909,5082125
13232, 2015-01-03,21:39,5,1000014353,5085500
13233, 2014-02-16,23:09,2,1000009641,5015750
13234, 2017-04-28,03:36,3,1000013804,5070875
13235, 2014-11-25,20:35,6,1000009906,5030375
13236, 2016-08-15,04:25,4,1000004005,5039375
13237, 2018-02-01,08:48,3,1000010933,5072000
13238, 2017-05-08,08:35,2,1000005402,5025875
13239, 2014-08-08,00:00,1,1000011956,5047250
13240, 2017-01-22,05:20,3,1000011830,5097875
13241, 2016-06-17,03:05,6,1000013467,5070875
13242, 2015-11-06,07:24,6,1000007311,5099000
13243, 2016-06-17,19:36,4,1000001171,5108000
13244, 2017-01-15,15:25,4,1000002988,5105750
13245, 2016-05-19,19:36,6,1000002836,5052875
13246, 2014-07-02,02:36,1,1000008012,5018000
13247, 2013-12-26,15:56,6,1000009415,5083250
13248, 2014-08-16,11:17,3,1000014660,5056250
13249, 2016-06-15,16:24,2,1000002711,5072000
13250, 2015-01-26,00:45,5,1000011676,5075375
13251, 2014-02-19,17:35,5,1000009839,5013500
13252, 2015-11-02,14:15,3,1000008335,5096750
13253, 2016-04-13,17:03,5,1000001638,5056250
13254, 2014-11-04,05:34,2,1000011047,5064125
13255, 2013-06-11,01:35,6,1000001814,5094500
13256, 2013-10-14,02:58,2,1000012712,5029250
13257, 2015-09-23,23:33,5,1000002545,5090000
13258, 2015-05-06,04:45,1,1000000633,5025875
13259, 2016-03-29,13:32,4,1000007440,5077625
13260, 2015-02-24,08:35,6,1000009795,5094500
13261, 2015-03-09,23:40,4,1000005129,5034875
13262, 2014-01-14,01:54,2,1000011439,5021375
13263, 2016-09-19,20:37,1,1000000854,5028125
13264, 2016-06-11,21:39,1,1000001390,5038250
13265, 2017-12-20,13:52,3,1000014677,5078750
13266, 2017-05-31,07:46,5,1000007684,5032625
13267, 2017-07-19,10:48,6,1000000931,5036000
13268, 2016-11-30,08:42,4,1000002684,5057375
13269, 2016-11-10,19:55,1,1000012090,5058500
13270, 2016-03-19,00:11,3,1000009200,5097875
13271, 2013-08-06,01:36,1,1000009200,5031500
13272, 2014-07-22,15:16,4,1000013420,5004500
13273, 2017-05-12,18:12,4,1000000015,5006750
13274, 2014-10-31,20:52,3,1000005619,5067500
13275, 2018-01-15,08:36,1,1000007722,5043875
13276, 2017-02-13,04:47,3,1000006693,5052875
13277, 2013-09-18,23:02,5,1000002727,5049500
13278, 2013-09-08,15:37,6,1000004648,5101250
13279, 2013-08-25,23:55,2,1000004236,5002250
13280, 2013-04-26,15:58,2,1000005734,5023625
13281, 2015-03-24,07:45,5,1000001592,5042750
13282, 2014-04-18,16:01,3,1000003005,5069750
13283, 2014-06-18,03:29,2,1000002090,5068625
13284, 2017-12-08,16:50,6,1000001813,5063000
13285, 2018-02-19,05:33,5,1000003951,5095625
13286, 2016-05-18,07:18,4,1000009459,5057375
13287, 2015-06-05,15:16,2,1000010334,5070875
13288, 2013-11-22,14:30,4,1000006108,5003375
13289, 2015-07-27,13:02,3,1000004211,5094500
13290, 2014-11-12,20:22,4,1000002044,5099000
13291, 2017-12-16,14:49,3,1000003533,5103500
13292, 2014-06-08,22:20,4,1000007581,5084375
13293, 2014-08-30,18:05,4,1000012360,5063000
13294, 2017-04-25,13:47,5,1000014011,5001125
13295, 2017-01-21,14:53,3,1000006602,5054000
13296, 2016-09-27,18:38,6,1000005978,5064125
13297, 2017-12-14,06:17,6,1000010660,5110250
13298, 2015-08-17,21:59,6,1000000528,5099000
13299, 2015-04-18,12:05,2,1000002976,5006750
13300, 2017-08-13,01:33,5,1000008840,5014625
13301, 2013-09-08,23:00,3,1000003391,5038250
13302, 2018-01-07,23:14,6,1000011848,5016875
13303, 2013-12-09,16:27,1,1000003427,5010125
13304, 2017-11-09,14:14,3,1000008192,5011250
13305, 2015-12-01,22:59,3,1000008055,5030375
13306, 2015-12-30,02:11,1,1000013082,5029250
13307, 2013-10-17,16:48,3,1000002364,5024750
13308, 2016-02-16,18:44,4,1000014207,5025875
13309, 2017-04-10,16:52,3,1000005041,5055125
13310, 2014-09-17,13:41,1,1000011818,5110250
13311, 2017-03-11,20:39,2,1000013711,5076500
13312, 2013-06-12,08:45,3,1000002758,5083250
13313, 2014-10-17,02:18,5,1000004989,5110250
13314, 2014-10-01,11:35,5,1000002557,5045000
13315, 2018-01-05,20:55,5,1000006098,5030375
13316, 2014-05-12,11:20,5,1000010767,5065250
13317, 2014-04-29,11:44,4,1000011795,5046125
13318, 2016-10-13,04:42,2,1000002202,5030375
13319, 2013-07-04,13:36,2,1000011466,5055125
13320, 2015-10-26,11:23,1,1000003286,5013500
13321, 2014-09-08,03:13,5,1000000768,5109125
13322, 2015-05-19,03:30,1,1000004707,5079875
13323, 2016-04-09,12:37,3,1000009278,5088875
13324, 2017-09-05,12:35,5,1000011999,5099000
13325, 2013-05-11,14:42,4,1000014826,5064125
13326, 2015-03-03,13:12,3,1000005071,5066375
13327, 2017-11-28,20:40,6,1000003246,5057375
13328, 2016-04-17,14:50,2,1000010843,5036000
13329, 2017-01-04,03:27,5,1000014651,5087750
13330, 2017-07-08,20:15,1,1000008174,5056250
13331, 2017-08-18,17:21,2,1000006111,5051750
13332, 2017-09-20,09:57,1,1000013124,5060750
13333, 2014-12-16,21:06,4,1000008528,5051750
13334, 2018-02-11,22:11,1,1000005966,5074250
13335, 2014-10-25,08:21,2,1000007636,5066375
13336, 2015-10-27,17:20,6,1000009030,5066375
13337, 2017-08-07,23:32,2,1000010406,5019125
13338, 2017-05-04,13:28,5,1000003233,5109125
13339, 2014-06-17,18:14,5,1000006244,5058500
13340, 2017-05-14,11:50,6,1000013584,5109125
13341, 2013-08-22,11:52,6,1000000539,5077625
13342, 2017-11-04,01:08,3,1000001472,5059625
13343, 2017-12-05,19:54,5,1000005350,5104625
13344, 2016-09-26,15:50,1,1000007955,5103500
13345, 2015-02-01,23:06,5,1000013445,5039375
13346, 2015-09-06,23:53,5,1000009522,5049500
13347, 2014-11-07,00:45,1,1000009779,5013500
13348, 2015-04-11,01:51,6,1000000799,5111375
13349, 2016-01-04,15:48,6,1000009167,5055125
13350, 2015-11-13,13:23,3,1000012539,5039375
13351, 2016-12-08,11:02,6,1000014025,5025875
13352, 2017-10-26,22:29,6,1000008948,5006750
13353, 2013-05-18,23:24,6,1000005375,5029250
13354, 2018-03-31,05:30,5,1000011207,5056250
13355, 2014-04-17,06:31,3,1000002005,5040500
13356, 2014-01-10,04:34,6,1000006063,5102375
13357, 2014-02-17,14:58,4,1000012521,5011250
13358, 2017-04-02,08:56,3,1000010611,5050625
13359, 2016-10-30,10:11,3,1000012960,5054000
13360, 2015-10-24,13:35,1,1000005401,5050625
13361, 2015-04-15,01:38,1,1000013491,5028125
13362, 2013-09-09,12:59,6,1000013368,5105750
13363, 2018-02-10,13:53,6,1000007288,5055125
13364, 2014-09-19,08:07,2,1000009257,5078750
13365, 2016-06-18,18:54,4,1000006513,5003375
13366, 2016-05-31,13:11,6,1000013786,5088875
13367, 2016-06-04,12:10,6,1000003951,5078750
13368, 2016-11-03,02:36,5,1000000386,5028125
13369, 2015-01-25,15:47,1,1000012568,5067500
13370, 2015-05-07,17:45,6,1000012009,5036000
13371, 2015-09-12,21:41,3,1000003076,5025875
13372, 2015-03-02,02:52,6,1000011541,5037125
13373, 2017-03-19,14:17,1,1000004398,5031500
13374, 2014-09-08,02:51,3,1000014539,5077625
13375, 2014-09-21,11:02,3,1000004153,5003375
13376, 2017-08-22,21:15,3,1000002082,5097875
13377, 2015-05-13,23:31,4,1000013048,5094500
13378, 2016-07-15,07:55,4,1000000039,5067500
13379, 2017-01-12,17:05,4,1000006219,5058500
13380, 2016-05-06,21:17,4,1000007337,5088875
13381, 2017-06-27,21:29,3,1000013464,5091125
13382, 2016-06-20,02:14,6,1000012256,5000000
13383, 2013-10-27,11:02,6,1000013688,5065250
13384, 2017-11-25,10:49,1,1000012451,5052875
13385, 2017-12-15,20:59,6,1000011671,5014625
13386, 2013-11-13,07:50,5,1000000745,5090000
13387, 2017-04-12,20:03,6,1000013352,5106875
13388, 2015-05-22,09:54,6,1000000537,5084375
13389, 2017-05-04,11:36,4,1000014059,5055125
13390, 2014-09-08,02:08,2,1000014322,5085500
13391, 2015-07-04,14:16,3,1000013266,5085500
13392, 2013-10-17,09:27,3,1000000509,5070875
13393, 2017-01-11,02:18,2,1000002222,5014625
13394, 2017-02-24,20:52,2,1000012223,5025875
13395, 2013-04-19,01:53,3,1000006508,5004500
13396, 2018-03-20,07:11,5,1000007046,5013500
13397, 2015-06-23,06:47,3,1000003690,5039375
13398, 2016-11-23,20:12,3,1000014827,5056250
13399, 2015-03-14,01:54,4,1000011700,5088875
13400, 2016-05-11,07:41,6,1000013680,5015750
13401, 2018-03-31,11:03,1,1000012779,5024750
13402, 2017-11-17,04:02,4,1000014580,5025875
13403, 2015-07-17,21:31,3,1000011723,5067500
13404, 2015-10-29,03:11,1,1000005284,5024750
13405, 2015-03-26,18:31,3,1000004201,5038250
13406, 2015-10-06,08:39,2,1000005210,5029250
13407, 2015-10-31,05:08,1,1000011830,5028125
13408, 2014-12-19,08:17,1,1000009869,5019125
13409, 2014-08-04,22:47,2,1000011337,5110250
13410, 2016-01-11,04:53,2,1000013523,5097875
13411, 2013-05-13,03:30,3,1000001575,5104625
13412, 2018-04-10,16:46,4,1000004505,5075375
13413, 2017-08-30,13:35,6,1000014390,5037125
13414, 2017-12-24,04:25,5,1000014493,5106875
13415, 2015-03-28,22:34,6,1000008425,5076500
13416, 2017-11-23,17:25,5,1000008725,5070875
13417, 2015-04-05,06:06,2,1000011115,5111375
13418, 2015-01-06,22:25,1,1000003017,5083250
13419, 2017-02-02,18:20,6,1000004228,5100125
13420, 2018-04-12,01:24,6,1000007538,5058500
13421, 2016-10-31,14:42,4,1000006924,5040500
13422, 2016-09-25,13:43,4,1000005535,5106875
13423, 2014-02-03,10:22,5,1000003112,5014625
13424, 2016-01-03,23:15,2,1000010022,5083250
13425, 2017-01-26,12:02,3,1000007632,5066375
13426, 2016-08-05,14:46,1,1000008433,5091125
13427, 2017-07-07,18:47,1,1000011666,5108000
13428, 2018-03-17,14:21,5,1000007135,5004500
13429, 2013-04-29,03:00,3,1000013788,5046125
13430, 2017-09-22,03:34,5,1000009267,5047250
13431, 2015-01-02,13:12,6,1000002543,5028125
13432, 2014-12-22,15:47,2,1000008753,5052875
13433, 2014-08-03,19:02,2,1000014072,5041625
13434, 2016-06-05,11:43,1,1000013289,5078750
13435, 2017-09-17,11:26,2,1000004102,5039375
13436, 2016-06-03,14:36,6,1000007658,5066375
13437, 2014-06-20,00:11,4,1000011788,5013500
13438, 2015-12-23,07:12,2,1000010618,5036000
13439, 2018-01-30,17:34,6,1000009036,5067500
13440, 2014-11-07,06:17,6,1000004713,5030375
13441, 2016-03-30,10:10,4,1000013829,5058500
13442, 2016-03-22,05:49,6,1000012067,5060750
13443, 2013-07-07,21:26,1,1000009548,5095625
13444, 2015-03-06,19:28,4,1000014088,5085500
13445, 2016-02-25,21:00,3,1000011788,5021375
13446, 2016-12-17,18:31,3,1000013513,5077625
13447, 2015-02-14,22:55,2,1000009033,5079875
13448, 2017-07-27,09:03,5,1000000186,5000000
13449, 2018-03-05,10:04,5,1000002999,5033750
13450, 2014-03-04,03:17,5,1000014005,5020250
13451, 2015-11-11,23:22,6,1000010982,5007875
13452, 2014-05-01,12:25,5,1000001198,5063000
13453, 2015-02-07,18:17,5,1000002534,5051750
13454, 2017-12-15,17:27,1,1000011880,5002250
13455, 2016-10-29,06:01,5,1000014708,5003375
13456, 2013-12-17,16:08,5,1000008536,5083250
13457, 2014-01-08,23:46,3,1000011915,5005625
13458, 2015-07-17,06:39,3,1000006144,5041625
13459, 2016-07-22,05:42,4,1000012825,5092250
13460, 2017-12-11,00:49,3,1000008715,5022500
13461, 2016-09-04,06:48,1,1000003346,5047250
13462, 2018-01-21,23:57,6,1000012930,5051750
13463, 2016-11-03,21:26,3,1000007562,5054000
13464, 2014-08-11,23:03,3,1000014834,5078750
13465, 2016-03-01,20:58,2,1000005377,5052875
13466, 2013-07-02,10:31,5,1000007663,5077625
13467, 2013-06-13,19:07,1,1000001631,5012375
13468, 2016-06-14,23:50,6,1000009134,5056250
13469, 2014-07-14,01:47,6,1000002230,5077625
13470, 2016-08-30,21:15,5,1000001224,5025875
13471, 2017-08-27,10:49,5,1000000450,5005625
13472, 2015-06-23,20:19,4,1000005600,5052875
13473, 2014-11-05,23:24,5,1000014299,5000000
13474, 2015-10-21,16:12,3,1000001460,5007875
13475, 2014-07-26,04:31,4,1000005226,5007875
13476, 2014-07-24,15:11,3,1000012961,5011250
13477, 2013-10-10,04:09,4,1000005629,5057375
13478, 2017-08-21,03:04,2,1000004643,5001125
13479, 2016-11-15,18:49,3,1000006012,5108000
13480, 2014-08-24,02:22,2,1000009048,5092250
13481, 2017-10-22,16:58,2,1000012912,5036000
13482, 2016-12-08,00:42,3,1000004459,5039375
13483, 2014-08-25,15:12,1,1000013225,5083250
13484, 2014-01-10,02:27,6,1000008854,5019125
13485, 2016-11-29,07:05,2,1000002654,5013500
13486, 2017-01-06,05:43,5,1000004885,5067500
13487, 2015-05-22,23:41,1,1000000838,5078750
13488, 2015-06-20,15:01,6,1000006708,5049500
13489, 2018-03-24,22:19,4,1000005760,5064125
13490, 2016-11-30,01:30,5,1000006583,5038250
13491, 2017-11-10,08:48,5,1000014538,5060750
13492, 2013-07-13,17:42,3,1000009671,5090000
13493, 2013-09-26,18:17,5,1000000515,5078750
13494, 2017-09-28,16:10,5,1000012044,5054000
13495, 2017-07-22,17:07,4,1000014435,5105750
13496, 2014-05-05,02:33,1,1000003260,5030375
13497, 2014-04-25,07:07,1,1000006158,5084375
13498, 2013-09-01,16:33,5,1000000144,5060750
13499, 2013-07-19,12:54,3,1000004593,5090000
13500, 2016-11-11,12:20,3,1000006247,5045000
13501, 2015-04-06,10:44,5,1000005120,5010125
13502, 2015-03-31,15:31,3,1000010970,5045000
13503, 2013-08-04,11:56,2,1000005148,5023625
13504, 2013-10-26,19:05,6,1000013561,5092250
13505, 2017-10-19,11:53,2,1000000374,5074250
13506, 2015-04-20,02:23,3,1000004266,5013500
13507, 2013-10-04,04:03,4,1000002638,5058500
13508, 2016-07-27,18:18,3,1000013296,5041625
13509, 2016-08-30,11:58,5,1000003746,5016875
13510, 2014-07-26,09:46,2,1000012347,5101250
13511, 2014-02-25,07:46,5,1000006370,5086625
13512, 2013-06-07,09:00,1,1000013632,5082125
13513, 2013-10-30,03:55,2,1000001216,5040500
13514, 2018-01-19,15:10,6,1000008851,5104625
13515, 2015-01-08,02:11,5,1000008614,5069750
13516, 2017-09-02,08:06,1,1000002662,5069750
13517, 2015-12-01,05:19,4,1000009869,5083250
13518, 2017-11-11,23:23,6,1000014875,5032625
13519, 2018-01-01,21:16,2,1000013246,5092250
13520, 2013-11-18,15:07,3,1000000141,5104625
13521, 2014-03-01,02:17,6,1000009542,5106875
13522, 2017-11-22,19:39,5,1000006582,5087750
13523, 2017-08-03,18:39,2,1000003360,5027000
13524, 2014-12-12,14:33,5,1000006866,5070875
13525, 2015-10-15,06:53,3,1000009817,5020250
13526, 2013-10-05,00:00,6,1000014273,5023625
13527, 2017-01-23,12:54,4,1000002451,5105750
13528, 2013-06-20,23:15,6,1000014589,5058500
13529, 2014-03-13,18:41,6,1000011725,5083250
13530, 2015-10-10,20:00,3,1000013389,5051750
13531, 2016-07-24,12:52,6,1000007717,5040500
